identifier,firstDragonIdentifier,secondDragonIdentifier,possibleRawEggDistribution,goldPossibleRawEggDistribution,eggNumber,h
1416,T3C2SEdragon,T4C1HEdragon,deck1416:1,deck1416:1,1,
1417,T3C2SEdragon,T4C1HFdragon,deck1417:1,deck1417:1,1,
1418,T3C2SEdragon,T4C2WIdragon,deck1418:1,deck1418:1,1,
1419,T3C2SEdragon,T4C2SEdragon,deck1419:1,deck1419:1,1,
1420,T3C2SEdragon,T4C2HUdragon,deck1420:1,deck1420:1,1,
1421,T3C2SEdragon,T4C2WDdragon,deck1421:1,deck1421:1,1,
1422,T3C2SEdragon,T4C3SIdragon,deck1422:1,deck1422:1,1,
1423,T3C2SEdragon,T4C3WFdragon,deck1423:1,deck1423:1,1,
1424,T3C2SEdragon,T4C3HDdragon,deck1424:1,deck1424:1,1,
1425,T3C2SEdragon,T4C3SUdragon,deck1425:1,deck1425:1,1,
1426,T3C2SEdragon,T4C3WEdragon,deck1426:1,deck1426:1,1,
1427,T3C2SEdragon,T5C1WUdragon,deck1427:1,deck1427:1,1,
1428,T3C2SEdragon,T5C1HEdragon,deck1428:1,deck1428:1,1,
1429,T3C2SEdragon,T5C1WDdragon,deck1429:1,deck1429:1,1,
1430,T3C2SEdragon,T5C1SFdragon,deck1430:1,deck1430:1,1,
1431,T3C2SEdragon,T5C1HIdragon,deck1431:1,deck1431:1,1,
1432,T3C2SEdragon,T5C2SEdragon,deck1432:1,deck1432:1,1,
1433,T3C2SEdragon,T5C2HDdragon,deck1433:1,deck1433:1,1,
1434,T3C2SEdragon,T5C2WIdragon,deck1434:1,deck1434:1,1,
1435,T3C2SEdragon,T5C2SUdragon,deck1435:1,deck1435:1,1,
1436,T3C2SEdragon,T5C3HFdragon,deck1436:1,deck1436:1,1,
1437,T3C2SEdragon,T5C3WFdragon,deck1437:1,deck1437:1,1,
1438,T3C2SEdragon,T5C3SDdragon,deck1438:1,deck1438:1,1,
1439,T3C2SEdragon,T5C3HUdragon,deck1439:1,deck1439:1,1,
1440,T3C2SEdragon,T5C3WEdragon,deck1440:1,deck1440:1,1,
1441,T3C2SEdragon,T5C3SIdragon,deck1441:1,deck1441:1,1,
1442,T3C2HUdragon,T3C2WFdragon,deck1442:1,deck1442:1,1,
1443,T3C2HUdragon,T3C3SUdragon,deck1443:1,deck1443:1,1,
1444,T3C2HUdragon,T3C3HFdragon,deck1444:1,deck1444:1,1,
1445,T3C2HUdragon,T3C3WIdragon,deck1445:1,deck1445:1,1,
1446,T3C2HUdragon,T3C3HIdragon,deck1446:1,deck1446:1,1,
1447,T3C2HUdragon,T4C1SFdragon,deck1447:1,deck1447:1,1,
1448,T3C2HUdragon,T4C1HIdragon,deck1448:1,deck1448:1,1,
1449,T3C2HUdragon,T4C1WUdragon,deck1449:1,deck1449:1,1,
1450,T3C2HUdragon,T4C1SDdragon,deck1450:1,deck1450:1,1,
1451,T3C2HUdragon,T4C1HEdragon,deck1451:1,deck1451:1,1,
1452,T3C2HUdragon,T4C1HFdragon,deck1452:1,deck1452:1,1,
1453,T3C2HUdragon,T4C2WIdragon,deck1453:1,deck1453:1,1,
1454,T3C2HUdragon,T4C2SEdragon,deck1454:1,deck1454:1,1,
1455,T3C2HUdragon,T4C2HUdragon,deck1455:1,deck1455:1,1,
1456,T3C2HUdragon,T4C2WDdragon,deck1456:1,deck1456:1,1,
1457,T3C2HUdragon,T4C3SIdragon,deck1457:1,deck1457:1,1,
1458,T3C2HUdragon,T4C3WFdragon,deck1458:1,deck1458:1,1,
1459,T3C2HUdragon,T4C3HDdragon,deck1459:1,deck1459:1,1,
1460,T3C2HUdragon,T4C3SUdragon,deck1460:1,deck1460:1,1,
1461,T3C2HUdragon,T4C3WEdragon,deck1461:1,deck1461:1,1,
1462,T3C2HUdragon,T5C1WUdragon,deck1462:1,deck1462:1,1,
1463,T3C2HUdragon,T5C1HEdragon,deck1463:1,deck1463:1,1,
1464,T3C2HUdragon,T5C1WDdragon,deck1464:1,deck1464:1,1,
1465,T3C2HUdragon,T5C1SFdragon,deck1465:1,deck1465:1,1,
1466,T3C2HUdragon,T5C1HIdragon,deck1466:1,deck1466:1,1,
1467,T3C2HUdragon,T5C2SEdragon,deck1467:1,deck1467:1,1,
1468,T3C2HUdragon,T5C2HDdragon,deck1468:1,deck1468:1,1,
1469,T3C2HUdragon,T5C2WIdragon,deck1469:1,deck1469:1,1,
1470,T3C2HUdragon,T5C2SUdragon,deck1470:1,deck1470:1,1,
1471,T3C2HUdragon,T5C3HFdragon,deck1471:1,deck1471:1,1,
1472,T3C2HUdragon,T5C3WFdragon,deck1472:1,deck1472:1,1,
1473,T3C2HUdragon,T5C3SDdragon,deck1473:1,deck1473:1,1,
1474,T3C2HUdragon,T5C3HUdragon,deck1474:1,deck1474:1,1,
1475,T3C2HUdragon,T5C3WEdragon,deck1475:1,deck1475:1,1,
1476,T3C2HUdragon,T5C3SIdragon,deck1476:1,deck1476:1,1,
1477,T3C2WFdragon,T3C3SUdragon,deck1477:1,deck1477:1,1,
1478,T3C2WFdragon,T3C3HFdragon,deck1478:1,deck1478:1,1,
1479,T3C2WFdragon,T3C3WIdragon,deck1479:1,deck1479:1,1,
1480,T3C2WFdragon,T3C3HIdragon,deck1480:1,deck1480:1,1,
1481,T3C2WFdragon,T4C1SFdragon,deck1481:1,deck1481:1,1,
1482,T3C2WFdragon,T4C1HIdragon,deck1482:1,deck1482:1,1,
1483,T3C2WFdragon,T4C1WUdragon,deck1483:1,deck1483:1,1,
1484,T3C2WFdragon,T4C1SDdragon,deck1484:1,deck1484:1,1,
1485,T3C2WFdragon,T4C1HEdragon,deck1485:1,deck1485:1,1,
1486,T3C2WFdragon,T4C1HFdragon,deck1486:1,deck1486:1,1,
1487,T3C2WFdragon,T4C2WIdragon,deck1487:1,deck1487:1,1,
1488,T3C2WFdragon,T4C2SEdragon,deck1488:1,deck1488:1,1,
1489,T3C2WFdragon,T4C2HUdragon,deck1489:1,deck1489:1,1,
1490,T3C2WFdragon,T4C2WDdragon,deck1490:1,deck1490:1,1,
1491,T3C2WFdragon,T4C3SIdragon,deck1491:1,deck1491:1,1,
1492,T3C2WFdragon,T4C3WFdragon,deck1492:1,deck1492:1,1,
1493,T3C2WFdragon,T4C3HDdragon,deck1493:1,deck1493:1,1,
1494,T3C2WFdragon,T4C3SUdragon,deck1494:1,deck1494:1,1,
1495,T3C2WFdragon,T4C3WEdragon,deck1495:1,deck1495:1,1,
1496,T3C2WFdragon,T5C1WUdragon,deck1496:1,deck1496:1,1,
1497,T3C2WFdragon,T5C1HEdragon,deck1497:1,deck1497:1,1,
1498,T3C2WFdragon,T5C1WDdragon,deck1498:1,deck1498:1,1,
1499,T3C2WFdragon,T5C1SFdragon,deck1499:1,deck1499:1,1,
1500,T3C2WFdragon,T5C1HIdragon,deck1500:1,deck1500:1,1,
1501,T3C2WFdragon,T5C2SEdragon,deck1501:1,deck1501:1,1,
1502,T3C2WFdragon,T5C2HDdragon,deck1502:1,deck1502:1,1,
1503,T3C2WFdragon,T5C2WIdragon,deck1503:1,deck1503:1,1,
1504,T3C2WFdragon,T5C2SUdragon,deck1504:1,deck1504:1,1,
1505,T3C2WFdragon,T5C3HFdragon,deck1505:1,deck1505:1,1,
1506,T3C2WFdragon,T5C3WFdragon,deck1506:1,deck1506:1,1,
1507,T3C2WFdragon,T5C3SDdragon,deck1507:1,deck1507:1,1,
1508,T3C2WFdragon,T5C3HUdragon,deck1508:1,deck1508:1,1,
1509,T3C2WFdragon,T5C3WEdragon,deck1509:1,deck1509:1,1,
1510,T3C2WFdragon,T5C3SIdragon,deck1510:1,deck1510:1,1,
1511,T3C3SUdragon,T3C3HFdragon,deck1511:1,deck1511:1,1,
1512,T3C3SUdragon,T3C3WIdragon,deck1512:1,deck1512:1,1,
1513,T3C3SUdragon,T3C3HIdragon,deck1513:1,deck1513:1,1,
1514,T3C3SUdragon,T4C1SFdragon,deck1514:1,deck1514:1,1,
1515,T3C3SUdragon,T4C1HIdragon,deck1515:1,deck1515:1,1,
1516,T3C3SUdragon,T4C1WUdragon,deck1516:1,deck1516:1,1,
1517,T3C3SUdragon,T4C1SDdragon,deck1517:1,deck1517:1,1,
1518,T3C3SUdragon,T4C1HEdragon,deck1518:1,deck1518:1,1,
1519,T3C3SUdragon,T4C1HFdragon,deck1519:1,deck1519:1,1,
1520,T3C3SUdragon,T4C2WIdragon,deck1520:1,deck1520:1,1,
1521,T3C3SUdragon,T4C2SEdragon,deck1521:1,deck1521:1,1,
1522,T3C3SUdragon,T4C2HUdragon,deck1522:1,deck1522:1,1,
1523,T3C3SUdragon,T4C2WDdragon,deck1523:1,deck1523:1,1,
1524,T3C3SUdragon,T4C3SIdragon,deck1524:1,deck1524:1,1,
1525,T3C3SUdragon,T4C3WFdragon,deck1525:1,deck1525:1,1,
1526,T3C3SUdragon,T4C3HDdragon,deck1526:1,deck1526:1,1,
1527,T3C3SUdragon,T4C3SUdragon,deck1527:1,deck1527:1,1,
1528,T3C3SUdragon,T4C3WEdragon,deck1528:1,deck1528:1,1,
1529,T3C3SUdragon,T5C1WUdragon,deck1529:1,deck1529:1,1,
1530,T3C3SUdragon,T5C1HEdragon,deck1530:1,deck1530:1,1,
1531,T3C3SUdragon,T5C1WDdragon,deck1531:1,deck1531:1,1,
1532,T3C3SUdragon,T5C1SFdragon,deck1532:1,deck1532:1,1,
1533,T3C3SUdragon,T5C1HIdragon,deck1533:1,deck1533:1,1,
1534,T3C3SUdragon,T5C2SEdragon,deck1534:1,deck1534:1,1,
1535,T3C3SUdragon,T5C2HDdragon,deck1535:1,deck1535:1,1,
1536,T3C3SUdragon,T5C2WIdragon,deck1536:1,deck1536:1,1,
1537,T3C3SUdragon,T5C2SUdragon,deck1537:1,deck1537:1,1,
1538,T3C3SUdragon,T5C3HFdragon,deck1538:1,deck1538:1,1,
1539,T3C3SUdragon,T5C3WFdragon,deck1539:1,deck1539:1,1,
1540,T3C3SUdragon,T5C3SDdragon,deck1540:1,deck1540:1,1,
1541,T3C3SUdragon,T5C3HUdragon,deck1541:1,deck1541:1,1,
1542,T3C3SUdragon,T5C3WEdragon,deck1542:1,deck1542:1,1,
1543,T3C3SUdragon,T5C3SIdragon,deck1543:1,deck1543:1,1,
1544,T3C3HFdragon,T3C3WIdragon,deck1544:1,deck1544:1,1,
1545,T3C3HFdragon,T3C3HIdragon,deck1545:1,deck1545:1,1,
1546,T3C3HFdragon,T4C1SFdragon,deck1546:1,deck1546:1,1,
1547,T3C3HFdragon,T4C1HIdragon,deck1547:1,deck1547:1,1,
1548,T3C3HFdragon,T4C1WUdragon,deck1548:1,deck1548:1,1,
1549,T3C3HFdragon,T4C1SDdragon,deck1549:1,deck1549:1,1,
1550,T3C3HFdragon,T4C1HEdragon,deck1550:1,deck1550:1,1,
1551,T3C3HFdragon,T4C1HFdragon,deck1551:1,deck1551:1,1,
1552,T3C3HFdragon,T4C2WIdragon,deck1552:1,deck1552:1,1,
1553,T3C3HFdragon,T4C2SEdragon,deck1553:1,deck1553:1,1,
1554,T3C3HFdragon,T4C2HUdragon,deck1554:1,deck1554:1,1,
1555,T3C3HFdragon,T4C2WDdragon,deck1555:1,deck1555:1,1,
1556,T3C3HFdragon,T4C3SIdragon,deck1556:1,deck1556:1,1,
1557,T3C3HFdragon,T4C3WFdragon,deck1557:1,deck1557:1,1,
1558,T3C3HFdragon,T4C3HDdragon,deck1558:1,deck1558:1,1,
1559,T3C3HFdragon,T4C3SUdragon,deck1559:1,deck1559:1,1,
1560,T3C3HFdragon,T4C3WEdragon,deck1560:1,deck1560:1,1,
1561,T3C3HFdragon,T5C1WUdragon,deck1561:1,deck1561:1,1,
1562,T3C3HFdragon,T5C1HEdragon,deck1562:1,deck1562:1,1,
1563,T3C3HFdragon,T5C1WDdragon,deck1563:1,deck1563:1,1,
1564,T3C3HFdragon,T5C1SFdragon,deck1564:1,deck1564:1,1,
1565,T3C3HFdragon,T5C1HIdragon,deck1565:1,deck1565:1,1,
1566,T3C3HFdragon,T5C2SEdragon,deck1566:1,deck1566:1,1,
1567,T3C3HFdragon,T5C2HDdragon,deck1567:1,deck1567:1,1,
1568,T3C3HFdragon,T5C2WIdragon,deck1568:1,deck1568:1,1,
1569,T3C3HFdragon,T5C2SUdragon,deck1569:1,deck1569:1,1,
1570,T3C3HFdragon,T5C3WFdragon,deck1570:1,deck1570:1,1,
1571,T3C3HFdragon,T5C3SDdragon,deck1571:1,deck1571:1,1,
1572,T3C3HFdragon,T5C3HUdragon,deck1572:1,deck1572:1,1,
1573,T3C3HFdragon,T5C3WEdragon,deck1573:1,deck1573:1,1,
1574,T3C3HFdragon,T5C3SIdragon,deck1574:1,deck1574:1,1,
1575,T3C3WIdragon,T3C3HIdragon,deck1575:1,deck1575:1,1,
1576,T3C3WIdragon,T4C1SFdragon,deck1576:1,deck1576:1,1,
1577,T3C3WIdragon,T4C1HIdragon,deck1577:1,deck1577:1,1,
1578,T3C3WIdragon,T4C1WUdragon,deck1578:1,deck1578:1,1,
1579,T3C3WIdragon,T4C1SDdragon,deck1579:1,deck1579:1,1,
1580,T3C3WIdragon,T4C1HEdragon,deck1580:1,deck1580:1,1,
1581,T3C3WIdragon,T4C1HFdragon,deck1581:1,deck1581:1,1,
1582,T3C3WIdragon,T4C2WIdragon,deck1582:1,deck1582:1,1,
1583,T3C3WIdragon,T4C2SEdragon,deck1583:1,deck1583:1,1,
1584,T3C3WIdragon,T4C2HUdragon,deck1584:1,deck1584:1,1,
1585,T3C3WIdragon,T4C2WDdragon,deck1585:1,deck1585:1,1,
1586,T3C3WIdragon,T4C3SIdragon,deck1586:1,deck1586:1,1,
1587,T3C3WIdragon,T4C3WFdragon,deck1587:1,deck1587:1,1,
1588,T3C3WIdragon,T4C3HDdragon,deck1588:1,deck1588:1,1,
1589,T3C3WIdragon,T4C3SUdragon,deck1589:1,deck1589:1,1,
1590,T3C3WIdragon,T4C3WEdragon,deck1590:1,deck1590:1,1,
1591,T3C3WIdragon,T5C1WUdragon,deck1591:1,deck1591:1,1,
1592,T3C3WIdragon,T5C1HEdragon,deck1592:1,deck1592:1,1,
1593,T3C3WIdragon,T5C1WDdragon,deck1593:1,deck1593:1,1,
1594,T3C3WIdragon,T5C1SFdragon,deck1594:1,deck1594:1,1,
1595,T3C3WIdragon,T5C1HIdragon,deck1595:1,deck1595:1,1,
1596,T3C3WIdragon,T5C2SEdragon,deck1596:1,deck1596:1,1,
1597,T3C3WIdragon,T5C2HDdragon,deck1597:1,deck1597:1,1,
1598,T3C3WIdragon,T5C2WIdragon,deck1598:1,deck1598:1,1,
1599,T3C3WIdragon,T5C2SUdragon,deck1599:1,deck1599:1,1,
1600,T3C3WIdragon,T5C3HFdragon,deck1600:1,deck1600:1,1,
1601,T3C3WIdragon,T5C3WFdragon,deck1601:1,deck1601:1,1,
1602,T3C3WIdragon,T5C3SDdragon,deck1602:1,deck1602:1,1,
1603,T3C3WIdragon,T5C3HUdragon,deck1603:1,deck1603:1,1,
1604,T3C3WIdragon,T5C3WEdragon,deck1604:1,deck1604:1,1,
1605,T3C3WIdragon,T5C3SIdragon,deck1605:1,deck1605:1,1,
1606,T3C3HIdragon,T4C1SFdragon,deck1606:1,deck1606:1,1,
1607,T3C3HIdragon,T4C1HIdragon,deck1607:1,deck1607:1,1,
1608,T3C3HIdragon,T4C1WUdragon,deck1608:1,deck1608:1,1,
1609,T3C3HIdragon,T4C1SDdragon,deck1609:1,deck1609:1,1,
1610,T3C3HIdragon,T4C1HEdragon,deck1610:1,deck1610:1,1,
1611,T3C3HIdragon,T4C1HFdragon,deck1611:1,deck1611:1,1,
1612,T3C3HIdragon,T4C2WIdragon,deck1612:1,deck1612:1,1,
1613,T3C3HIdragon,T4C2SEdragon,deck1613:1,deck1613:1,1,
1614,T3C3HIdragon,T4C2HUdragon,deck1614:1,deck1614:1,1,
1615,T3C3HIdragon,T4C2WDdragon,deck1615:1,deck1615:1,1,
1616,T3C3HIdragon,T4C3SIdragon,deck1616:1,deck1616:1,1,
1617,T3C3HIdragon,T4C3WFdragon,deck1617:1,deck1617:1,1,
1618,T3C3HIdragon,T4C3HDdragon,deck1618:1,deck1618:1,1,
1619,T3C3HIdragon,T4C3SUdragon,deck1619:1,deck1619:1,1,
1620,T3C3HIdragon,T4C3WEdragon,deck1620:1,deck1620:1,1,
1621,T3C3HIdragon,T5C1WUdragon,deck1621:1,deck1621:1,1,
1622,T3C3HIdragon,T5C1HEdragon,deck1622:1,deck1622:1,1,
1623,T3C3HIdragon,T5C1WDdragon,deck1623:1,deck1623:1,1,
1624,T3C3HIdragon,T5C1SFdragon,deck1624:1,deck1624:1,1,
1625,T3C3HIdragon,T5C1HIdragon,deck1625:1,deck1625:1,1,
1626,T3C3HIdragon,T5C2SEdragon,deck1626:1,deck1626:1,1,
1627,T3C3HIdragon,T5C2HDdragon,deck1627:1,deck1627:1,1,
1628,T3C3HIdragon,T5C2WIdragon,deck1628:1,deck1628:1,1,
1629,T3C3HIdragon,T5C2SUdragon,deck1629:1,deck1629:1,1,
1630,T3C3HIdragon,T5C3HFdragon,deck1630:1,deck1630:1,1,
1631,T3C3HIdragon,T5C3WFdragon,deck1631:1,deck1631:1,1,
1632,T3C3HIdragon,T5C3SDdragon,deck1632:1,deck1632:1,1,
1633,T3C3HIdragon,T5C3HUdragon,deck1633:1,deck1633:1,1,
1634,T3C3HIdragon,T5C3WEdragon,deck1634:1,deck1634:1,1,
1635,T3C3HIdragon,T5C3SIdragon,deck1635:1,deck1635:1,1,
1636,T4C1SFdragon,T4C1HIdragon,deck1636:1,deck1636:1,1,
1637,T4C1SFdragon,T4C1WUdragon,deck1637:1,deck1637:1,1,
1638,T4C1SFdragon,T4C1SDdragon,deck1638:1,deck1638:1,1,
1639,T4C1SFdragon,T4C1HEdragon,deck1639:1,deck1639:1,1,
1640,T4C1SFdragon,T4C1HFdragon,deck1640:1,deck1640:1,1,
1641,T4C1SFdragon,T4C2WIdragon,deck1641:1,deck1641:1,1,
1642,T4C1SFdragon,T4C2SEdragon,deck1642:1,deck1642:1,1,
1643,T4C1SFdragon,T4C2HUdragon,deck1643:1,deck1643:1,1,
1644,T4C1SFdragon,T4C2WDdragon,deck1644:1,deck1644:1,1,
1645,T4C1SFdragon,T4C3SIdragon,deck1645:1,deck1645:1,1,
1646,T4C1SFdragon,T4C3WFdragon,deck1646:1,deck1646:1,1,
1647,T4C1SFdragon,T4C3HDdragon,deck1647:1,deck1647:1,1,
1648,T4C1SFdragon,T4C3SUdragon,deck1648:1,deck1648:1,1,
1649,T4C1SFdragon,T4C3WEdragon,deck1649:1,deck1649:1,1,
1650,T4C1SFdragon,T5C1WUdragon,deck1650:1,deck1650:1,1,
1651,T4C1SFdragon,T5C1HEdragon,deck1651:1,deck1651:1,1,
1652,T4C1SFdragon,T5C1WDdragon,deck1652:1,deck1652:1,1,
1653,T4C1SFdragon,T5C1SFdragon,deck1653:1,deck1653:1,1,
1654,T4C1SFdragon,T5C1HIdragon,deck1654:1,deck1654:1,1,
1655,T4C1SFdragon,T5C2SEdragon,deck1655:1,deck1655:1,1,
1656,T4C1SFdragon,T5C2HDdragon,deck1656:1,deck1656:1,1,
1657,T4C1SFdragon,T5C2WIdragon,deck1657:1,deck1657:1,1,
1658,T4C1SFdragon,T5C2SUdragon,deck1658:1,deck1658:1,1,
1659,T4C1SFdragon,T5C3HFdragon,deck1659:1,deck1659:1,1,
1660,T4C1SFdragon,T5C3WFdragon,deck1660:1,deck1660:1,1,
1661,T4C1SFdragon,T5C3SDdragon,deck1661:1,deck1661:1,1,
1662,T4C1SFdragon,T5C3HUdragon,deck1662:1,deck1662:1,1,
1663,T4C1SFdragon,T5C3WEdragon,deck1663:1,deck1663:1,1,
1664,T4C1SFdragon,T5C3SIdragon,deck1664:1,deck1664:1,1,
1665,T4C1HIdragon,T4C1WUdragon,deck1665:1,deck1665:1,1,
1666,T4C1HIdragon,T4C1SDdragon,deck1666:1,deck1666:1,1,
1667,T4C1HIdragon,T4C1HEdragon,deck1667:1,deck1667:1,1,
1668,T4C1HIdragon,T4C1HFdragon,deck1668:1,deck1668:1,1,
1669,T4C1HIdragon,T4C2WIdragon,deck1669:1,deck1669:1,1,
1670,T4C1HIdragon,T4C2SEdragon,deck1670:1,deck1670:1,1,
1671,T4C1HIdragon,T4C2HUdragon,deck1671:1,deck1671:1,1,
1672,T4C1HIdragon,T4C2WDdragon,deck1672:1,deck1672:1,1,
1673,T4C1HIdragon,T4C3SIdragon,deck1673:1,deck1673:1,1,
1674,T4C1HIdragon,T4C3WFdragon,deck1674:1,deck1674:1,1,
1675,T4C1HIdragon,T4C3HDdragon,deck1675:1,deck1675:1,1,
1676,T4C1HIdragon,T4C3SUdragon,deck1676:1,deck1676:1,1,
1677,T4C1HIdragon,T4C3WEdragon,deck1677:1,deck1677:1,1,
1678,T4C1HIdragon,T5C1WUdragon,deck1678:1,deck1678:1,1,
1679,T4C1HIdragon,T5C1HEdragon,deck1679:1,deck1679:1,1,
1680,T4C1HIdragon,T5C1WDdragon,deck1680:1,deck1680:1,1,
1681,T4C1HIdragon,T5C1SFdragon,deck1681:1,deck1681:1,1,
1682,T4C1HIdragon,T5C1HIdragon,deck1682:1,deck1682:1,1,
1683,T4C1HIdragon,T5C2SEdragon,deck1683:1,deck1683:1,1,
1684,T4C1HIdragon,T5C2HDdragon,deck1684:1,deck1684:1,1,
1685,T4C1HIdragon,T5C2WIdragon,deck1685:1,deck1685:1,1,
1686,T4C1HIdragon,T5C2SUdragon,deck1686:1,deck1686:1,1,
1687,T4C1HIdragon,T5C3HFdragon,deck1687:1,deck1687:1,1,
1688,T4C1HIdragon,T5C3WFdragon,deck1688:1,deck1688:1,1,
1689,T4C1HIdragon,T5C3SDdragon,deck1689:1,deck1689:1,1,
1690,T4C1HIdragon,T5C3HUdragon,deck1690:1,deck1690:1,1,
1691,T4C1HIdragon,T5C3WEdragon,deck1691:1,deck1691:1,1,
1692,T4C1HIdragon,T5C3SIdragon,deck1692:1,deck1692:1,1,
1693,T4C1WUdragon,T4C1SDdragon,deck1693:1,deck1693:1,1,
1694,T4C1WUdragon,T4C1HEdragon,deck1694:1,deck1694:1,1,
1695,T4C1WUdragon,T4C1HFdragon,deck1695:1,deck1695:1,1,
1696,T4C1WUdragon,T4C2WIdragon,deck1696:1,deck1696:1,1,
1697,T4C1WUdragon,T4C2SEdragon,deck1697:1,deck1697:1,1,
1698,T4C1WUdragon,T4C2HUdragon,deck1698:1,deck1698:1,1,
1699,T4C1WUdragon,T4C2WDdragon,deck1699:1,deck1699:1,1,
1700,T4C1WUdragon,T4C3SIdragon,deck1700:1,deck1700:1,1,
1701,T4C1WUdragon,T4C3WFdragon,deck1701:1,deck1701:1,1,
1702,T4C1WUdragon,T4C3HDdragon,deck1702:1,deck1702:1,1,
1703,T4C1WUdragon,T4C3SUdragon,deck1703:1,deck1703:1,1,
1704,T4C1WUdragon,T4C3WEdragon,deck1704:1,deck1704:1,1,
1705,T4C1WUdragon,T5C1WUdragon,deck1705:1,deck1705:1,1,
1706,T4C1WUdragon,T5C1HEdragon,deck1706:1,deck1706:1,1,
1707,T4C1WUdragon,T5C1WDdragon,deck1707:1,deck1707:1,1,
1708,T4C1WUdragon,T5C1SFdragon,deck1708:1,deck1708:1,1,
1709,T4C1WUdragon,T5C1HIdragon,deck1709:1,deck1709:1,1,
1710,T4C1WUdragon,T5C2SEdragon,deck1710:1,deck1710:1,1,
1711,T4C1WUdragon,T5C2HDdragon,deck1711:1,deck1711:1,1,
1712,T4C1WUdragon,T5C2WIdragon,deck1712:1,deck1712:1,1,
1713,T4C1WUdragon,T5C2SUdragon,deck1713:1,deck1713:1,1,
1714,T4C1WUdragon,T5C3HFdragon,deck1714:1,deck1714:1,1,
1715,T4C1WUdragon,T5C3WFdragon,deck1715:1,deck1715:1,1,
1716,T4C1WUdragon,T5C3SDdragon,deck1716:1,deck1716:1,1,
1717,T4C1WUdragon,T5C3HUdragon,deck1717:1,deck1717:1,1,
1718,T4C1WUdragon,T5C3WEdragon,deck1718:1,deck1718:1,1,
1719,T4C1WUdragon,T5C3SIdragon,deck1719:1,deck1719:1,1,
1720,T4C1SDdragon,T4C1HEdragon,deck1720:1,deck1720:1,1,
1721,T4C1SDdragon,T4C1HFdragon,deck1721:1,deck1721:1,1,
1722,T4C1SDdragon,T4C2WIdragon,deck1722:1,deck1722:1,1,
1723,T4C1SDdragon,T4C2SEdragon,deck1723:1,deck1723:1,1,
1724,T4C1SDdragon,T4C2HUdragon,deck1724:1,deck1724:1,1,
1725,T4C1SDdragon,T4C2WDdragon,deck1725:1,deck1725:1,1,
1726,T4C1SDdragon,T4C3SIdragon,deck1726:1,deck1726:1,1,
1727,T4C1SDdragon,T4C3WFdragon,deck1727:1,deck1727:1,1,
1728,T4C1SDdragon,T4C3HDdragon,deck1728:1,deck1728:1,1,
1729,T4C1SDdragon,T4C3SUdragon,deck1729:1,deck1729:1,1,
1730,T4C1SDdragon,T4C3WEdragon,deck1730:1,deck1730:1,1,
1731,T4C1SDdragon,T5C1WUdragon,deck1731:1,deck1731:1,1,
1732,T4C1SDdragon,T5C1HEdragon,deck1732:1,deck1732:1,1,
1733,T4C1SDdragon,T5C1WDdragon,deck1733:1,deck1733:1,1,
1734,T4C1SDdragon,T5C1SFdragon,deck1734:1,deck1734:1,1,
1735,T4C1SDdragon,T5C1HIdragon,deck1735:1,deck1735:1,1,
1736,T4C1SDdragon,T5C2SEdragon,deck1736:1,deck1736:1,1,
1737,T4C1SDdragon,T5C2HDdragon,deck1737:1,deck1737:1,1,
1738,T4C1SDdragon,T5C2WIdragon,deck1738:1,deck1738:1,1,
1739,T4C1SDdragon,T5C2SUdragon,deck1739:1,deck1739:1,1,
1740,T4C1SDdragon,T5C3HFdragon,deck1740:1,deck1740:1,1,
1741,T4C1SDdragon,T5C3WFdragon,deck1741:1,deck1741:1,1,
1742,T4C1SDdragon,T5C3HUdragon,deck1742:1,deck1742:1,1,
1743,T4C1SDdragon,T5C3WEdragon,deck1743:1,deck1743:1,1,
1744,T4C1SDdragon,T5C3SIdragon,deck1744:1,deck1744:1,1,
1745,T4C1HEdragon,T4C1HFdragon,deck1745:1,deck1745:1,1,
1746,T4C1HEdragon,T4C2WIdragon,deck1746:1,deck1746:1,1,
1747,T4C1HEdragon,T4C2SEdragon,deck1747:1,deck1747:1,1,
1748,T4C1HEdragon,T4C2HUdragon,deck1748:1,deck1748:1,1,
1749,T4C1HEdragon,T4C2WDdragon,deck1749:1,deck1749:1,1,
1750,T4C1HEdragon,T4C3SIdragon,deck1750:1,deck1750:1,1,
1751,T4C1HEdragon,T4C3WFdragon,deck1751:1,deck1751:1,1,
1752,T4C1HEdragon,T4C3HDdragon,deck1752:1,deck1752:1,1,
1753,T4C1HEdragon,T4C3SUdragon,deck1753:1,deck1753:1,1,
1754,T4C1HEdragon,T4C3WEdragon,deck1754:1,deck1754:1,1,
1755,T4C1HEdragon,T5C1WUdragon,deck1755:1,deck1755:1,1,
1756,T4C1HEdragon,T5C1HEdragon,deck1756:1,deck1756:1,1,
1757,T4C1HEdragon,T5C1WDdragon,deck1757:1,deck1757:1,1,
1758,T4C1HEdragon,T5C1SFdragon,deck1758:1,deck1758:1,1,
1759,T4C1HEdragon,T5C1HIdragon,deck1759:1,deck1759:1,1,
1760,T4C1HEdragon,T5C2SEdragon,deck1760:1,deck1760:1,1,
1761,T4C1HEdragon,T5C2HDdragon,deck1761:1,deck1761:1,1,
1762,T4C1HEdragon,T5C2WIdragon,deck1762:1,deck1762:1,1,
1763,T4C1HEdragon,T5C2SUdragon,deck1763:1,deck1763:1,1,
